hospital_id,date,num_modules,num_functional_modules,num_tests,cartridges_used,max_tests_per_machine
26,6 02 2023,4,4,7,7,28
26,7 02 2023,4,2,2,2,14
26,9 02 2023,4,4,4,4,28
26,11 02 2023,4,1,1,1,7
26,12 02 2023,4,4,8,8,28
26,13 02 2023,4,2,3,3,14
26,14 02 2023,4,1,2,2,7
26,15 02 2023,4,1,1,1,7
26,17 02 2023,4,1,1,1,7
26,20 02 2023,4,3,3,3,21
26,28 02 2023,4,1,1,1,7
26,1 03 2023,4,1,1,1,7
26,2 03 2023,4,2,2,2,14
26,3 03 2023,4,1,1,1,7
26,6 03 2023,4,1,2,2,7
26,7 03 2023,4,1,1,1,7
26,9 03 2023,4,3,3,3,21
26,10 03 2023,4,1,1,1,7
26,13 03 2023,4,4,7,7,28
26,15 03 2023,4,2,4,4,14
26,16 03 2023,4,1,4,4,7
26,17 03 2023,4,2,2,2,14
26,21 03 2023,4,2,2,2,14
26,22 03 2023,4,1,1,1,7
26,23 03 2023,4,1,2,2,7
26,24 03 2023,4,1,1,1,7
26,27 03 2023,4,2,2,2,14
26,28 03 2023,4,1,2,2,7
26,29 03 2023,4,4,18,18,28
26,30 03 2023,4,4,22,22,28
26,31 03 2023,4,4,22,22,28
26,3 04 2023,4,4,16,16,28
26,4 04 2023,4,4,18,18,28
26,5 04 2023,4,4,20,20,28
26,6 04 2023,4,4,20,20,28
26,7 04 2023,4,4,5,5,28
26,11 04 2023,4,1,1,1,7
26,13 04 2023,4,1,3,3,7
27,6 10 2021,4,3,6,6,21
27,7 10 2021,4,1,2,2,7
27,8 10 2021,4,1,1,1,7
27,9 10 2021,4,2,2,2,14
27,11 10 2021,4,2,4,4,14
27,12 10 2021,4,2,3,3,14
27,13 10 2021,4,3,6,6,21
27,15 10 2021,4,3,10,10,21
27,16 10 2021,4,1,1,1,7
27,18 10 2021,4,3,11,11,21
27,19 10 2021,4,3,12,12,21
27,20 10 2021,4,1,1,1,7
27,21 10 2021,4,2,2,2,14
27,22 10 2021,4,2,2,2,14
27,24 10 2021,4,1,1,1,7
27,25 10 2021,4,3,3,3,21
27,26 10 2021,4,3,9,9,21
27,27 10 2021,4,1,1,1,7
27,29 10 2021,4,1,1,1,7
27,2 11 2021,4,2,2,2,14
27,4 11 2021,4,2,2,2,14
27,8 11 2021,4,3,4,4,21
27,15 11 2021,4,3,6,6,21
27,17 11 2021,4,3,3,3,21
27,22 11 2021,4,3,7,7,21
27,23 11 2021,4,3,6,6,21
27,25 11 2021,4,1,1,1,7
27,26 11 2021,4,1,1,1,7
27,28 11 2021,4,1,1,1,7
27,30 11 2021,4,2,2,2,14
27,2 12 2021,4,2,2,2,14
27,3 12 2021,4,2,3,3,14
27,4 12 2021,4,1,1,1,7
27,6 12 2021,4,2,2,2,14
27,7 12 2021,4,3,8,8,21
27,9 12 2021,4,3,3,3,21
27,11 12 2021,4,2,2,2,14
27,12 12 2021,4,1,1,1,7
27,14 12 2021,4,3,3,3,21
27,15 12 2021,4,2,10,10,14
27,16 12 2021,4,1,1,1,7
27,20 12 2021,4,2,4,4,14
27,21 12 2021,4,2,6,6,14
27,22 12 2021,4,2,5,5,14
27,27 12 2021,4,2,2,2,14
27,28 12 2021,4,2,2,2,14
27,30 12 2021,4,1,1,1,7
27,4 01 2022,4,3,6,6,21
27,10 01 2022,4,3,6,6,21
27,12 01 2022,4,3,10,10,21
27,13 01 2022,4,3,9,9,21
27,14 01 2022,4,3,9,9,21
27,15 01 2022,4,3,3,3,21
27,16 01 2022,4,2,2,2,14
27,17 01 2022,4,1,1,1,7
27,19 01 2022,4,3,7,7,21
27,20 01 2022,4,3,6,6,21
27,21 01 2022,4,2,5,5,14
27,22 01 2022,4,3,7,7,21
27,24 01 2022,4,2,3,3,14
27,25 01 2022,4,3,8,8,21
27,28 01 2022,4,3,7,7,21
27,29 01 2022,4,2,10,10,14
27,30 01 2022,4,2,6,6,14
27,31 01 2022,4,1,1,1,7
27,1 02 2022,4,2,4,4,14
27,2 02 2022,4,1,1,1,7
27,3 02 2022,4,2,3,3,14
27,4 02 2022,4,2,3,3,14
27,7 02 2022,4,2,4,4,14
27,8 02 2022,4,3,4,4,21
27,9 02 2022,4,3,7,7,21
27,10 02 2022,4,2,10,10,14
27,11 02 2022,4,2,7,7,14
27,12 02 2022,4,2,2,2,14
27,13 02 2022,4,2,3,3,14
27,14 02 2022,4,2,6,6,14
27,15 02 2022,4,2,5,5,14
27,16 02 2022,4,2,6,6,14
27,17 02 2022,4,2,5,5,14
27,19 02 2022,4,2,3,3,14
27,20 02 2022,4,1,1,1,7
27,21 02 2022,4,2,4,4,14
27,22 02 2022,4,2,3,3,14
27,23 02 2022,4,2,16,16,14
27,24 02 2022,4,2,13,13,14
27,25 02 2022,4,2,6,6,14
27,26 02 2022,4,2,14,14,14
27,28 02 2022,4,2,6,6,14
27,1 03 2022,4,2,4,4,14
27,2 03 2022,4,2,5,5,14
27,3 03 2022,4,2,2,2,14
27,4 03 2022,4,2,3,3,14
27,6 03 2022,4,1,1,1,7
27,7 03 2022,4,1,1,1,7
27,8 03 2022,4,1,2,2,7
27,9 03 2022,4,2,5,5,14
27,10 03 2022,4,2,10,10,14
27,11 03 2022,4,2,10,10,14
27,12 03 2022,4,2,5,5,14
27,13 03 2022,4,2,2,2,14
27,14 03 2022,4,2,8,8,14
27,15 03 2022,4,2,8,8,14
27,16 03 2022,4,2,2,2,14
27,17 03 2022,4,2,8,8,14
27,18 03 2022,4,3,21,21,21
27,19 03 2022,4,3,20,20,21
27,20 03 2022,4,4,6,6,28
27,21 03 2022,4,4,36,36,28
27,22 03 2022,4,4,28,28,28
27,23 03 2022,4,3,33,33,21
27,24 03 2022,4,3,16,16,21
27,25 03 2022,4,3,6,6,21
27,26 03 2022,4,3,3,3,21
27,27 03 2022,4,3,12,12,21
27,28 03 2022,4,2,3,3,14
27,29 03 2022,4,3,8,8,21
27,30 03 2022,4,2,3,3,14
27,31 03 2022,4,2,2,2,14
27,1 04 2022,4,3,12,12,21
27,4 04 2022,4,3,5,5,21
27,5 04 2022,4,3,7,7,21
27,6 04 2022,4,3,25,25,21
27,7 04 2022,4,2,3,3,14
27,8 04 2022,4,2,2,2,14
27,12 04 2022,4,3,19,19,21
27,13 04 2022,4,3,25,25,21
27,14 04 2022,4,3,6,6,21
27,19 04 2022,4,2,4,4,14
27,21 04 2022,4,2,3,3,14
27,22 04 2022,4,3,4,4,21
27,23 04 2022,4,1,1,1,7
27,25 04 2022,4,3,9,9,21
27,26 04 2022,4,4,6,6,28
27,27 04 2022,4,3,11,11,21
27,28 04 2022,4,4,7,7,28
27,29 04 2022,4,3,5,5,21
27,1 05 2022,4,1,2,2,7
27,2 05 2022,4,4,9,9,28
27,3 05 2022,4,4,5,5,28
27,4 05 2022,4,4,11,11,28
27,5 05 2022,4,4,15,15,28
27,6 05 2022,4,4,10,10,28
27,9 05 2022,4,3,4,4,21
27,10 05 2022,4,4,14,14,28
27,11 05 2022,4,4,11,11,28
27,12 05 2022,4,1,1,1,7
27,13 05 2022,4,4,16,16,28
27,14 05 2022,4,4,4,4,28
27,16 05 2022,4,4,8,8,28
27,17 05 2022,4,4,12,12,28
27,18 05 2022,4,4,11,11,28
27,19 05 2022,4,4,12,12,28
27,20 05 2022,4,4,13,13,28
27,21 05 2022,4,1,1,1,7
27,22 05 2022,4,1,1,1,7
27,23 05 2022,4,4,5,5,28
27,24 05 2022,4,4,11,11,28
27,25 05 2022,4,4,20,20,28
27,27 05 2022,4,4,17,17,28
27,28 05 2022,4,4,8,8,28
27,29 05 2022,4,4,5,5,28
27,30 05 2022,4,4,10,10,28
27,31 05 2022,4,4,5,5,28
27,1 06 2022,4,1,1,1,7
27,2 06 2022,4,2,2,2,14
27,3 06 2022,4,4,20,20,28
27,6 06 2022,4,3,3,3,21
27,7 06 2022,4,1,1,1,7
27,8 06 2022,4,3,3,3,21
27,10 06 2022,4,4,21,21,28
27,11 06 2022,4,1,2,2,7
27,13 06 2022,4,4,7,7,28
27,14 06 2022,4,4,42,42,28
27,15 06 2022,4,4,9,9,28
27,16 06 2022,4,4,24,24,28
27,17 06 2022,4,4,12,12,28
27,18 06 2022,4,4,10,10,28
27,20 06 2022,4,4,4,4,28
27,21 06 2022,4,4,15,15,28
27,22 06 2022,4,4,4,4,28
27,23 06 2022,4,4,16,16,28
27,24 06 2022,4,4,21,21,28
27,25 06 2022,4,4,8,8,28
27,26 06 2022,4,4,14,14,28
27,28 06 2022,4,4,15,15,28
27,29 06 2022,4,4,32,32,28
27,30 06 2022,4,4,9,9,28
27,1 07 2022,4,4,18,18,28
27,2 07 2022,4,4,35,35,28
27,4 07 2022,4,1,1,1,7
27,5 07 2022,4,4,10,10,28
27,6 07 2022,4,1,1,1,7
27,7 07 2022,4,4,8,8,28
27,8 07 2022,4,4,36,36,28
27,9 07 2022,4,2,2,2,14
27,10 07 2022,4,1,1,1,7
27,11 07 2022,4,2,2,2,14
27,12 07 2022,4,4,12,12,28
27,13 07 2022,4,4,14,14,28
27,14 07 2022,4,4,7,7,28
27,15 07 2022,4,4,20,20,28
27,16 07 2022,4,3,5,5,21
27,18 07 2022,4,3,5,5,21
27,19 07 2022,4,4,12,12,28
27,20 07 2022,4,4,7,7,28
27,21 07 2022,4,4,22,22,28
27,22 07 2022,4,4,7,7,28
27,24 07 2022,4,1,1,1,7
27,25 07 2022,4,4,6,6,28
27,27 07 2022,4,4,4,4,28
27,28 07 2022,4,4,17,17,28
27,31 07 2022,4,4,7,7,28
27,2 08 2022,4,4,15,15,28
27,4 08 2022,4,2,2,2,14
27,5 08 2022,4,2,3,3,14
27,6 08 2022,4,4,7,7,28
27,7 08 2022,4,1,1,1,7
27,8 08 2022,4,4,6,6,28
27,9 08 2022,4,4,12,12,28
27,10 08 2022,4,4,8,8,28
27,11 08 2022,4,4,10,10,28
27,12 08 2022,4,4,4,4,28
27,13 08 2022,4,4,15,15,28
27,14 08 2022,4,4,14,14,28
27,15 08 2022,4,3,3,3,21
27,16 08 2022,4,4,12,12,28
27,17 08 2022,4,4,12,12,28
27,18 08 2022,4,4,9,9,28
27,19 08 2022,4,4,28,28,28
27,20 08 2022,4,4,10,10,28
27,21 08 2022,4,2,3,3,14
27,22 08 2022,4,4,7,7,28
27,23 08 2022,4,4,7,7,28
27,24 08 2022,4,4,8,8,28
27,25 08 2022,4,4,36,36,28
27,26 08 2022,4,4,8,8,28
27,29 08 2022,4,4,5,5,28
27,30 08 2022,4,1,2,2,7
27,31 08 2022,4,1,2,2,7
27,1 09 2022,4,4,12,12,28
27,2 09 2022,4,4,12,12,28
27,3 09 2022,4,4,4,4,28
27,5 09 2022,4,2,3,3,14
27,6 09 2022,4,2,2,2,14
27,8 09 2022,4,4,8,8,28
27,9 09 2022,4,4,15,15,28
27,12 09 2022,4,4,5,5,28
27,13 09 2022,4,4,20,20,28
27,14 09 2022,4,4,9,9,28
27,15 09 2022,4,4,7,7,28
27,16 09 2022,4,3,5,5,21
27,18 09 2022,4,4,12,12,28
27,19 09 2022,4,4,36,36,28
27,20 09 2022,4,4,48,48,28
27,21 09 2022,4,4,52,52,28
27,22 09 2022,4,4,65,65,28
27,23 09 2022,4,4,53,53,28
27,24 09 2022,4,4,60,60,28
27,25 09 2022,4,4,60,60,28
27,26 09 2022,4,4,40,40,28
27,27 09 2022,4,4,32,32,28
27,28 09 2022,4,4,33,33,28
27,29 09 2022,4,4,26,26,28
27,30 09 2022,4,4,48,48,28
27,1 10 2022,4,4,25,25,28
27,2 10 2022,4,4,24,24,28
27,3 10 2022,4,4,31,31,28
27,4 10 2022,4,4,26,26,28
27,5 10 2022,4,4,29,29,28
27,6 10 2022,4,4,29,29,28
27,7 10 2022,4,4,11,11,28
27,9 10 2022,4,4,4,4,28
27,10 10 2022,4,4,4,4,28
27,11 10 2022,4,4,4,4,28
27,12 10 2022,4,4,4,4,28
27,13 10 2022,4,4,23,23,28
27,14 10 2022,4,4,23,23,28
27,15 10 2022,4,4,10,10,28
27,16 10 2022,4,1,1,1,7
27,17 10 2022,4,2,2,2,14
27,18 10 2022,4,4,7,7,28
27,19 10 2022,4,4,4,4,28
27,20 10 2022,4,4,13,13,28
27,21 10 2022,4,4,22,22,28
27,22 10 2022,4,4,11,11,28
27,24 10 2022,4,4,7,7,28
27,25 10 2022,4,4,5,5,28
27,26 10 2022,4,4,12,12,28
27,27 10 2022,4,4,7,7,28
27,29 10 2022,4,4,4,4,28
27,31 10 2022,4,1,1,1,7
27,1 11 2022,4,4,7,7,28
27,2 11 2022,4,4,12,12,28
27,3 11 2022,4,4,12,12,28
27,4 11 2022,4,4,7,7,28
27,7 11 2022,4,4,12,12,28
27,8 11 2022,4,4,20,20,28
27,9 11 2022,4,4,6,6,28
27,11 11 2022,4,4,8,8,28
27,13 11 2022,4,4,8,8,28
27,14 11 2022,4,4,12,12,28
27,15 11 2022,4,4,26,26,28
27,16 11 2022,4,4,18,18,28
27,17 11 2022,4,3,3,3,21
27,18 11 2022,4,4,11,11,28
27,21 11 2022,4,4,14,14,28
27,22 11 2022,4,1,1,1,7
27,23 11 2022,4,4,11,11,28
27,24 11 2022,4,4,9,9,28
27,25 11 2022,4,4,26,26,28
27,28 11 2022,4,1,1,1,7
27,29 11 2022,4,4,15,15,28
27,30 11 2022,4,4,42,42,28
27,1 12 2022,4,4,13,13,28
27,2 12 2022,4,4,6,6,28
27,3 12 2022,4,4,12,12,28
27,4 12 2022,4,4,4,4,28
27,5 12 2022,4,4,36,36,28
27,6 12 2022,4,4,20,20,28
27,7 12 2022,4,4,21,21,28
27,8 12 2022,4,4,17,17,28
27,9 12 2022,4,4,15,15,28
27,12 12 2022,4,4,4,4,28
27,13 12 2022,4,4,18,18,28
27,14 12 2022,4,4,8,8,28
27,15 12 2022,4,4,20,20,28
27,17 12 2022,4,4,12,12,28
27,19 12 2022,4,4,13,13,28
27,20 12 2022,4,4,15,15,28
27,21 12 2022,4,1,2,2,7
27,23 12 2022,4,1,1,1,7
27,24 12 2022,4,1,1,1,7
27,25 12 2022,4,4,12,12,28
27,26 12 2022,4,3,4,4,21
27,27 12 2022,4,1,1,1,7
27,29 12 2022,4,1,1,1,7
27,2 01 2023,4,3,7,7,21
27,4 01 2023,4,2,2,2,14
27,5 01 2023,4,4,8,8,28
27,6 01 2023,4,4,21,21,28
27,7 01 2023,4,1,1,1,7
27,10 01 2023,4,4,16,16,28
27,11 01 2023,4,4,17,17,28
27,12 01 2023,4,4,26,26,28
27,13 01 2023,4,4,18,18,28
27,14 01 2023,4,4,8,8,28
27,16 01 2023,4,2,5,5,14
27,17 01 2023,4,4,12,12,28
27,18 01 2023,4,4,4,4,28
27,19 01 2023,4,4,23,23,28
27,20 01 2023,4,4,23,23,28
27,21 01 2023,4,1,1,1,7
27,22 01 2023,4,2,2,2,14
27,23 01 2023,4,3,4,4,21
27,24 01 2023,4,4,18,18,28
27,25 01 2023,4,4,16,16,28
27,26 01 2023,4,4,8,8,28
27,27 01 2023,4,4,17,17,28
27,30 01 2023,4,4,13,13,28
27,31 01 2023,4,4,15,15,28
27,1 02 2023,4,4,23,23,28
27,3 02 2023,4,4,14,14,28
27,4 02 2023,4,4,4,4,28
27,5 02 2023,4,4,14,14,28
27,6 02 2023,4,4,5,5,28
27,7 02 2023,4,4,15,15,28
27,8 02 2023,4,4,6,6,28
27,9 02 2023,4,4,8,8,28
27,10 02 2023,4,4,5,5,28
27,11 02 2023,4,4,12,12,28
27,13 02 2023,4,4,17,17,28
27,14 02 2023,4,4,20,20,28
27,15 02 2023,4,4,4,4,28
27,16 02 2023,4,4,28,28,28
27,17 02 2023,4,4,15,15,28
27,18 02 2023,4,4,8,8,28
27,19 02 2023,4,4,8,8,28
27,20 02 2023,4,4,22,22,28
27,21 02 2023,4,4,8,8,28
27,23 02 2023,4,1,1,1,7
27,24 02 2023,4,4,5,5,28
27,27 02 2023,4,4,8,8,28
27,28 02 2023,4,4,8,8,28
27,1 03 2023,4,4,12,12,28
27,2 03 2023,4,3,16,16,21
27,3 03 2023,4,3,22,22,21
27,5 03 2023,4,3,3,3,21
27,6 03 2023,4,3,9,9,21
27,7 03 2023,4,3,19,19,21
27,8 03 2023,4,3,3,3,21
27,9 03 2023,4,3,3,3,21
27,13 03 2023,4,3,9,9,21
27,14 03 2023,4,3,7,7,21
27,15 03 2023,4,3,15,15,21
27,16 03 2023,4,5,22,22,35
27,17 03 2023,4,4,24,24,28
27,18 03 2023,4,4,33,33,28
27,19 03 2023,4,4,11,11,28
27,20 03 2023,4,4,9,9,28
27,21 03 2023,4,4,12,12,28
27,22 03 2023,4,4,12,12,28
27,23 03 2023,4,4,8,8,28
27,24 03 2023,4,4,13,13,28
27,25 03 2023,4,4,12,12,28
27,26 03 2023,4,4,4,4,28
27,27 03 2023,4,4,19,19,28
27,28 03 2023,4,4,17,17,28
27,29 03 2023,4,4,12,12,28
27,30 03 2023,4,4,28,28,28
27,31 03 2023,4,4,28,28,28
27,1 04 2023,4,4,25,25,28
27,2 04 2023,4,4,5,5,28
27,3 04 2023,4,4,12,12,28
27,4 04 2023,4,4,10,10,28
27,5 04 2023,4,4,29,29,28
27,6 04 2023,4,4,29,29,28
27,7 04 2023,4,4,8,8,28
27,8 04 2023,4,1,2,2,7
27,11 04 2023,4,3,3,3,21
27,12 04 2023,4,1,1,1,7
27,13 04 2023,4,4,10,10,28
27,14 04 2023,4,4,28,28,28
28,1 06 2022,4,3,4,4,21
28,2 06 2022,4,2,2,2,14
28,6 06 2022,4,4,4,4,28
28,7 06 2022,4,1,1,1,7
28,8 06 2022,4,3,3,3,21
28,13 06 2022,4,4,6,6,28
28,16 06 2022,4,4,11,11,28
28,17 06 2022,4,4,6,6,28
28,20 06 2022,4,2,2,2,14
28,21 06 2022,4,3,5,5,21
28,22 06 2022,4,1,1,1,7
28,23 06 2022,4,3,3,3,21
28,24 06 2022,4,1,1,1,7
28,27 06 2022,4,1,1,1,7
28,28 06 2022,4,4,6,6,28
28,1 07 2022,4,4,4,4,28
28,4 07 2022,4,3,4,4,21
28,5 07 2022,4,1,1,1,7
28,7 07 2022,4,3,3,3,21
28,8 07 2022,4,2,2,2,14
28,12 07 2022,4,1,2,2,7
28,13 07 2022,4,4,5,5,28
28,14 07 2022,4,4,5,5,28
28,18 07 2022,4,4,7,7,28
28,19 07 2022,4,3,3,3,21
28,20 07 2022,4,4,4,4,28
28,21 07 2022,4,2,2,2,14
28,25 07 2022,4,1,1,1,7
28,26 07 2022,4,2,2,2,14
28,27 07 2022,4,1,1,1,7
28,28 07 2022,4,3,3,3,21
28,1 08 2022,4,3,7,7,21
28,2 08 2022,4,1,1,1,7
28,4 08 2022,4,3,4,4,21
28,8 08 2022,4,4,6,6,28
28,9 08 2022,4,1,1,1,7
28,12 08 2022,4,2,2,2,14
28,15 08 2022,4,1,1,1,7
28,16 08 2022,4,3,3,3,21
28,18 08 2022,4,1,1,1,7
28,19 08 2022,4,4,5,5,28
28,22 08 2022,4,1,1,1,7
28,25 08 2022,4,2,2,2,14
28,29 08 2022,4,1,1,1,7
28,30 08 2022,4,2,2,2,14
28,31 08 2022,4,1,1,1,7
28,1 09 2022,4,1,1,1,7
28,2 09 2022,4,1,1,1,7
28,5 09 2022,4,1,1,1,7
28,6 09 2022,4,2,2,2,14
28,8 09 2022,4,2,2,2,14
28,13 09 2022,4,2,3,3,14
28,14 09 2022,4,4,4,4,28
28,15 09 2022,4,4,24,24,28
28,16 09 2022,4,4,16,16,28
28,17 09 2022,4,4,16,16,28
28,20 09 2022,4,4,16,16,28
28,21 09 2022,4,4,7,7,28
28,22 09 2022,4,4,7,7,28
28,26 09 2022,4,3,3,3,21
28,27 09 2022,4,1,1,1,7
28,3 10 2022,4,1,1,1,7
28,4 10 2022,4,1,1,1,7
28,5 10 2022,4,1,1,1,7
28,6 10 2022,4,4,8,8,28
28,7 10 2022,4,4,8,8,28
28,8 10 2022,4,4,23,23,28
28,9 10 2022,4,4,28,28,28
28,10 10 2022,4,4,15,15,28
28,11 10 2022,4,4,16,16,28
28,12 10 2022,4,4,5,5,28
28,13 10 2022,4,4,12,12,28
28,14 10 2022,4,4,13,13,28
28,15 10 2022,4,4,35,35,28
28,16 10 2022,4,4,33,33,28
28,17 10 2022,4,4,7,7,28
28,18 10 2022,4,4,24,24,28
28,19 10 2022,4,4,4,4,28
28,20 10 2022,4,4,8,8,28
28,21 10 2022,4,4,16,16,28
28,22 10 2022,4,4,29,29,28
28,23 10 2022,4,4,23,23,28
28,24 10 2022,4,4,9,9,28
28,26 10 2022,4,2,4,4,14
28,28 10 2022,4,4,16,16,28
28,29 10 2022,4,4,28,28,28
28,30 10 2022,4,4,9,9,28
28,31 10 2022,4,2,2,2,14
28,1 11 2022,4,4,16,16,28
28,2 11 2022,4,4,20,20,28
28,3 11 2022,4,4,24,24,28
28,4 11 2022,4,4,12,12,28
28,7 11 2022,4,4,4,4,28
28,8 11 2022,4,4,8,8,28
28,9 11 2022,4,4,22,22,28
28,10 11 2022,4,4,10,10,28
28,11 11 2022,4,4,20,20,28
28,12 11 2022,4,4,40,40,28
28,13 11 2022,4,4,8,8,28
28,14 11 2022,4,3,4,4,21
28,15 11 2022,4,1,1,1,7
28,16 11 2022,4,4,19,19,28
28,17 11 2022,4,4,17,17,28
28,18 11 2022,4,4,16,16,28
28,20 11 2022,4,4,20,20,28
28,21 11 2022,4,4,5,5,28
28,22 11 2022,4,4,15,15,28
28,23 11 2022,4,3,3,3,21
28,24 11 2022,4,3,3,3,21
28,28 11 2022,4,4,4,4,28
28,30 11 2022,4,1,1,1,7
28,1 12 2022,4,3,4,4,21
28,2 12 2022,4,4,4,4,28
28,3 12 2022,4,4,11,11,28
28,5 12 2022,4,3,3,3,21
28,6 12 2022,4,4,4,4,28
28,7 12 2022,4,1,1,1,7
28,8 12 2022,4,2,2,2,14
28,9 12 2022,4,4,5,5,28
28,12 12 2022,4,3,3,3,21
28,13 12 2022,4,4,16,16,28
28,14 12 2022,4,4,4,4,28
28,15 12 2022,4,3,3,3,21
28,20 12 2022,4,3,3,3,21
28,4 01 2023,4,2,2,2,14
28,5 01 2023,4,1,1,1,7
28,6 01 2023,4,3,5,5,21
28,9 01 2023,4,1,1,1,7
28,10 01 2023,4,1,1,1,7
28,11 01 2023,4,4,4,4,28
28,12 01 2023,4,3,5,5,21
28,13 01 2023,4,1,1,1,7
28,16 01 2023,4,3,3,3,21
28,17 01 2023,4,2,2,2,14
28,18 01 2023,4,2,2,2,14
28,19 01 2023,4,2,2,2,14
28,20 01 2023,4,2,2,2,14
28,23 01 2023,4,4,10,10,28
28,24 01 2023,4,3,3,3,21
28,25 01 2023,4,3,3,3,21
28,27 01 2023,4,1,1,1,7
28,30 01 2023,4,3,6,6,21
28,1 02 2023,4,1,1,1,7
28,7 02 2023,4,4,6,6,28
28,8 02 2023,4,2,2,2,14
28,9 02 2023,4,2,2,2,14
28,10 02 2023,4,1,1,1,7
28,13 02 2023,4,2,2,2,14
28,15 02 2023,4,3,4,4,21
28,17 02 2023,4,1,1,1,7
28,20 02 2023,4,1,1,1,7
28,21 02 2023,4,1,1,1,7
28,22 02 2023,4,3,3,3,21
28,23 02 2023,4,1,1,1,7
28,27 02 2023,4,2,2,2,14
28,28 02 2023,4,1,1,1,7
28,1 03 2023,4,4,4,4,28
28,6 03 2023,4,3,3,3,21
28,7 03 2023,4,1,1,1,7
28,9 03 2023,4,3,5,5,21
28,14 03 2023,4,2,2,2,14
28,15 03 2023,4,1,1,1,7
28,16 03 2023,4,2,2,2,14
28,17 03 2023,4,4,4,4,28
28,18 03 2023,4,2,2,2,14
28,20 03 2023,4,4,4,4,28
28,21 03 2023,4,4,8,8,28
28,22 03 2023,4,3,8,8,21
28,23 03 2023,4,4,12,12,28
28,24 03 2023,4,4,5,5,28
28,27 03 2023,4,4,12,12,28
28,28 03 2023,4,4,23,23,28
28,29 03 2023,4,3,6,6,21
28,30 03 2023,4,1,1,1,7
28,31 03 2023,4,4,8,8,28
28,3 04 2023,4,3,5,5,21
28,4 04 2023,4,4,11,11,28
28,5 04 2023,4,1,1,1,7
29,25 11 2021,4,2,2,2,14
29,26 11 2021,4,4,5,5,28
29,29 11 2021,4,2,2,2,14
29,30 11 2021,4,4,6,6,28
29,1 12 2021,4,4,5,5,28
29,2 12 2021,4,4,7,7,28
29,3 12 2021,4,4,16,16,28
29,6 12 2021,4,4,6,6,28
29,7 12 2021,4,4,20,20,28
29,8 12 2021,4,4,4,4,28
29,13 12 2021,4,3,3,3,21
29,14 12 2021,4,4,15,15,28
29,15 12 2021,4,4,9,9,28
29,16 12 2021,4,4,6,6,28
29,17 12 2021,4,4,8,8,28
29,20 12 2021,4,4,16,16,28
29,21 12 2021,4,4,20,20,28
29,22 12 2021,4,4,8,8,28
29,23 12 2021,4,4,7,7,28
29,4 01 2022,4,4,10,10,28
29,6 01 2022,4,4,9,9,28
29,10 01 2022,4,4,5,5,28
29,11 01 2022,4,4,13,13,28
29,13 01 2022,4,4,4,4,28
29,14 01 2022,4,4,11,11,28
29,15 01 2022,4,4,8,8,28
29,17 01 2022,4,4,12,12,28
29,18 01 2022,4,4,10,10,28
29,19 01 2022,4,4,8,8,28
29,20 01 2022,4,4,16,16,28
29,21 01 2022,4,4,14,14,28
29,24 01 2022,4,3,5,5,21
29,25 01 2022,4,4,12,12,28
29,26 01 2022,4,4,4,4,28
29,27 01 2022,4,4,16,16,28
29,29 01 2022,4,4,18,18,28
29,31 01 2022,4,3,3,3,21
29,1 02 2022,4,4,10,10,28
29,2 02 2022,4,1,1,1,7
29,3 02 2022,4,4,17,17,28
29,4 02 2022,4,1,1,1,7
29,6 02 2022,4,4,5,5,28
29,7 02 2022,4,4,9,9,28
29,8 02 2022,4,4,18,18,28
29,9 02 2022,4,4,11,11,28
29,10 02 2022,4,4,28,28,28
29,11 02 2022,4,3,4,4,21
29,14 02 2022,4,1,1,1,7
29,15 02 2022,4,4,15,15,28
29,16 02 2022,4,4,11,11,28
29,17 02 2022,4,1,3,3,7
29,18 02 2022,4,4,6,6,28
29,21 02 2022,4,4,12,12,28
29,22 02 2022,4,4,20,20,28
29,23 02 2022,4,4,13,13,28
29,24 02 2022,4,4,12,12,28
29,25 02 2022,4,4,23,23,28
29,26 02 2022,4,1,1,1,7
29,28 02 2022,4,4,17,17,28
29,1 03 2022,4,4,21,21,28
29,2 03 2022,4,4,15,15,28
29,3 03 2022,4,4,16,16,28
29,4 03 2022,4,4,12,12,28
29,7 03 2022,4,3,5,5,21
29,8 03 2022,4,4,14,14,28
29,10 03 2022,4,4,21,21,28
29,11 03 2022,4,4,15,15,28
29,14 03 2022,4,4,16,16,28
29,15 03 2022,4,4,20,20,28
29,16 03 2022,4,4,19,19,28
29,17 03 2022,4,4,20,20,28
29,18 03 2022,4,4,20,20,28
29,19 03 2022,4,4,32,32,28
29,20 03 2022,4,4,16,16,28
29,21 03 2022,4,4,20,20,28
29,22 03 2022,4,4,16,16,28
29,23 03 2022,4,4,24,24,28
29,24 03 2022,4,4,17,17,28
29,25 03 2022,4,4,21,21,28
29,26 03 2022,4,4,37,37,28
29,27 03 2022,4,4,24,24,28
29,28 03 2022,4,4,17,17,28
29,29 03 2022,4,4,8,8,28
29,30 03 2022,4,4,16,16,28
29,31 03 2022,4,4,20,20,28
29,1 04 2022,4,4,14,14,28
29,2 04 2022,4,4,10,10,28
29,4 04 2022,4,4,12,12,28
29,5 04 2022,4,4,24,24,28
29,6 04 2022,4,4,12,12,28
29,7 04 2022,4,2,3,3,14
29,8 04 2022,4,2,2,2,14
29,9 04 2022,4,4,4,4,28
29,11 04 2022,4,3,3,3,21
29,12 04 2022,4,3,3,3,21
